Order,PID,Lot.Frontage,Lot.Area,Year.Built,Year.Remod.Add,Mas.Vnr.Area,BsmtFin.SF.1,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Gr.Liv.Area,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,TotRms.AbvGrd,Fireplaces,Garage.Yr.Blt,Garage.Cars,Garage.Area,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Misc.Val,Mo.Sold,Yr.Sold,SalePrice,MS.SubClass.fact,MS.Zoning.fact,Street.fact,Lot.Shape.fact,Land.Contour.fact,Utilities.fact,Lot.Config.fact,Land.Slope.fact,Neighborhood.fact,Condition.1.fact,Condition.2.fact,Bldg.Type.fact,House.Style.fact,Overall.Qual.fact,Overall.Cond.fact,Roof.Style.fact,Roof.Matl.fact,Exterior.1st.fact,Exterior.2nd.fact,Mas.Vnr.Type.fact,Exter.Qual.fact,Exter.Cond.fact,Foundation.fact,Bsmt.Qual.fact,Bsmt.Cond.fact,Bsmt.Exposure.fact,BsmtFin.Type.1.fact,BsmtFin.Type.2.fact,Heating.fact,Heating.QC.fact,Central.Air.fact,Electrical.fact,Kitchen.Qual.fact,Functional.fact,Garage.Type.fact,Garage.Finish.fact,Garage.Qual.fact,Garage.Cond.fact,Paved.Drive.fact,Sale.Type.fact,Sale.Condition.fact,TotalArea,HasFireplace,Remodeled
2173,908127070,80,8240,1960,1960,198,0,0,1179,1179,1179,0,0,1179,0,0,1,0,2,1,5,0,1960,2,622,0,0,0,0,0,0,0,6,2007,110000,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Min2,Attchd,Fin,TA,TA,P,WD ,Normal,2358,0,0
2174,908127100,81,11841,1990,1990,104,816,0,0,816,816,0,0,816,1,0,1,0,3,1,5,0,NA,0,0,0,32,0,0,0,0,0,5,2007,118500,90,RL,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,No Garage,NA,No Garage,No Garage,Y,WD ,Normal,1632,0,0
2175,908152060,65,6285,1976,1976,0,504,0,456,960,1044,0,0,1044,1,0,1,0,3,1,7,1,1976,2,528,228,0,0,0,0,0,0,4,2007,133500,80,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,Fa,Y,WD ,Normal,2004,1,0
2176,908152070,NA,7917,1976,1976,174,751,0,392,1143,1113,0,0,1113,1,0,1,1,3,1,6,1,1987,1,504,370,30,0,0,0,0,0,5,2007,148000,20,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Gd,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,Gd,Y,WD ,Normal,2256,1,0
2177,908152180,NA,9555,1979,1979,0,0,0,0,0,1100,1133,0,2233,0,0,2,1,5,2,11,0,1979,2,579,0,0,0,0,0,0,0,2,2007,141000,90,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,2Story,5,6,Gable,CompShg,Plywood,Plywood,None,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,No Basement,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Fin,TA,Gd,Y,WD ,Normal,2233,0,0
2178,908152260,74,8536,2006,2007,0,0,0,1125,1125,1125,0,0,1125,0,0,1,1,2,1,5,0,2007,2,430,80,64,0,0,0,0,0,4,2007,155000,20,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,New,Partial,2250,0,1
2179,908152280,60,7024,2005,2006,0,980,0,110,1090,1090,0,0,1090,1,0,1,1,2,1,5,0,2005,2,450,0,49,0,0,0,0,0,6,2007,157000,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Ex,Gd,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD ,Normal,2180,0,1
2180,908152290,60,7023,2005,2006,0,611,0,123,734,734,674,0,1408,1,0,2,1,3,1,6,0,2005,2,489,0,85,0,0,0,0,0,5,2007,171500,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,Gd,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,BuiltIn,Fin,TA,TA,Y,WD ,Normal,2142,0,1
2183,908186050,35,3675,2005,2005,76,467,0,80,547,1072,0,0,1072,1,0,1,0,2,1,5,0,2005,2,525,0,44,0,0,0,0,0,5,2007,140000,180,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Basment,Fin,TA,TA,Y,WD ,Normal,1619,0,0
2184,908204090,64,6400,1959,2000,0,77,831,52,960,960,0,0,960,1,0,1,0,2,1,4,0,1959,1,392,144,0,35,0,0,0,0,12,2007,131750,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,Av,Rec,ALQ,GasA,Ex,Y,SBrkr,Fa,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,1920,0,1
2185,908204180,74,6882,1955,1955,128,0,0,0,0,1152,0,0,1152,0,0,2,0,2,2,6,0,NA,0,0,0,0,0,0,0,0,0,9,2007,61500,90,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,Gable,CompShg,AsbShng,Plywood,BrkCmn,TA,TA,PConc,No Basement,No Basement,No Basement,No Basement,No Basement,GasA,TA,N,SBrkr,Fa,Typ,No Garage,NA,No Garage,No Garage,N,WD ,Normal,1152,0,0
2186,908225240,75,10215,1954,1954,132,492,0,372,864,948,0,0,948,0,0,1,0,3,1,5,0,1954,1,248,0,0,0,0,0,0,0,2,2007,111000,20,RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD ,Normal,1812,0,0
2187,908225310,52,8741,1946,1950,0,0,0,1195,1195,1195,0,0,1195,0,0,2,0,4,2,8,0,NA,0,0,118,0,0,0,0,0,0,7,2007,98500,90,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,6,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,No Garage,NA,No Garage,No Garage,N,WD ,Abnorml,2390,0,1
2188,908226180,70,4270,1931,2006,0,544,0,0,544,774,0,0,774,0,0,1,0,3,1,6,0,NA,0,0,0,0,286,0,0,0,0,5,2007,79000,30,RH,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,3,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,No Garage,NA,No Garage,No Garage,Y,WD ,Normal,1318,0,1
2189,908228010,62,10042,1920,1995,0,144,278,238,660,740,125,0,865,1,0,1,0,2,1,4,1,1920,1,216,0,0,84,0,0,0,0,8,2007,108500,40,RL,Pave,Reg,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,LwQ,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,1525,1,1
2190,908250100,68,9450,1954,1954,0,552,0,342,894,894,0,0,894,0,0,1,0,3,1,5,0,1999,2,400,0,0,0,0,0,0,0,5,2007,110000,20,RL,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD ,Abnorml,1788,0,0
2191,908275090,70,11767,1910,2000,0,0,0,560,560,796,550,0,1346,0,0,1,1,2,1,6,0,1950,1,384,168,24,0,0,0,0,0,5,2007,112000,50,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,4,7,Gable,CompShg,MetalSd,HdBoard,None,TA,TA,CBlock,Fa,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,TA,Min2,Detchd,Unf,Fa,TA,Y,WD ,Normal,1906,0,1
2192,908275200,60,8172,1955,1955,0,544,0,224,768,768,0,0,768,0,0,1,0,2,1,4,1,1959,1,355,0,0,196,0,0,0,0,7,2007,125000,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,1536,1,0
2193,908275240,60,8172,1955,1955,0,682,0,182,864,864,0,0,864,1,0,1,0,3,1,5,0,1996,2,528,196,0,0,0,0,0,0,10,2007,79275,20,RL,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,WdShing,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,N,COD,Family,1728,0,0
2194,908276230,60,8190,1954,1954,0,732,0,216,948,948,0,0,948,1,0,1,0,3,1,5,1,1956,1,280,0,36,0,0,0,0,0,10,2007,119000,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,1896,1,0
2195,909176080,60,10896,1914,1995,0,256,0,1184,1440,1440,1440,515,3395,0,0,2,0,8,2,14,0,NA,0,0,0,110,0,0,0,0,0,3,2007,200000,190,RH,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,Hip,CompShg,VinylSd,VinylSd,None,Fa,Fa,CBlock,TA,Fa,No,LwQ,Unf,GasA,Ex,Y,FuseA,Fa,Typ,No Garage,NA,No Garage,No Garage,N,WD ,Abnorml,4835,0,1
2196,909176170,60,10890,1923,1950,0,371,0,925,1296,1296,1296,0,2592,2,0,2,0,6,2,12,0,NA,0,0,0,742,240,0,0,0,1512,1,2007,150000,90,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2Story,5,6,Hip,CompShg,Wd Sdng,Plywood,None,TA,TA,PConc,TA,TA,Mn,Rec,Unf,Grav,Fa,N,FuseA,TA,Min2,No Garage,NA,No Garage,No Garage,Y,WD ,AdjLand,3888,0,1
2197,909250150,55,10592,1923,1996,0,0,0,602,602,900,602,0,1502,0,0,1,1,3,1,7,2,1923,1,180,96,0,112,0,53,0,0,8,2007,165000,70,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,Fa,No,Unf,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,2104,1,1
2198,909250160,55,10594,1926,1950,0,0,0,768,768,789,0,0,789,0,0,1,0,2,1,5,0,1926,1,200,0,0,112,0,0,0,0,6,2007,96500,45,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Unf,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Grav,Fa,N,SBrkr,TA,Typ,Detchd,Unf,Po,Po,Y,WD ,Normal,1557,0,1
2199,909251030,54,7223,1926,1950,0,319,0,971,1290,1422,0,0,1422,0,0,1,0,3,1,6,0,1973,1,352,0,0,64,0,0,0,0,4,2007,136500,30,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Stucco,Plywood,None,TA,TA,PConc,TA,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,2712,0,1
2200,909251040,51,6821,1921,2005,0,113,0,538,651,759,539,0,1298,0,0,2,0,2,1,8,1,1994,1,240,216,0,168,0,0,0,0,8,2007,146500,50,RL,Pave,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,P,WD ,Normal,1949,1,1
2201,909252010,60,7200,1937,1950,252,569,0,162,731,981,787,0,1768,1,0,1,1,3,1,7,2,1939,1,240,0,0,264,0,0,0,0,6,2007,175000,50,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,BrkTil,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,2499,1,1
2202,909252150,63,4000,1930,1995,0,246,0,285,531,567,531,0,1098,1,0,1,0,2,1,5,1,1930,1,216,0,0,0,0,0,0,0,6,2007,148500,70,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,1629,1,1
2203,909252170,53,6720,1921,1950,0,0,0,585,585,851,585,0,1436,0,0,1,0,3,1,7,1,1992,1,228,184,0,0,0,0,0,0,4,2007,141500,70,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,CWD,Normal,2021,1,1
2204,909254090,55,7642,1918,1998,0,0,0,912,912,912,514,0,1426,0,0,1,1,3,1,7,1,1925,1,216,0,240,0,0,0,0,0,6,2007,189950,50,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,2338,1,1
2205,909254100,53,7155,1926,1991,0,0,0,686,686,686,775,0,1461,0,0,1,0,3,1,6,1,1926,1,225,0,0,116,0,0,0,0,7,2007,135000,70,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,N,WD ,Normal,2147,1,1
2206,909254130,53,7128,1941,1950,0,364,0,554,918,918,728,0,1646,0,0,2,0,4,1,7,2,1941,1,240,0,0,0,0,126,0,0,8,2007,164000,75,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,2564,1,1
2207,909254140,40,4280,1913,2002,0,365,0,75,440,694,0,0,694,0,0,1,0,2,1,4,1,1990,1,352,0,0,34,0,0,0,0,3,2007,90350,30,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,WdShing,Stucco,None,TA,TA,PConc,TA,TA,No,LwQ,Unf,GasA,TA,N,SBrkr,Gd,Typ,Detchd,Unf,Gd,TA,P,WD ,Normal,1134,1,1
2208,909254150,53,5362,1910,2003,0,0,0,661,661,661,589,0,1250,0,0,2,0,3,1,8,1,1985,2,552,242,0,81,0,0,0,0,11,2007,139000,50,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,1911,1,1
2209,909256120,50,6305,1938,1950,0,0,0,920,920,954,0,0,954,0,0,1,0,2,1,5,1,1938,1,240,0,0,0,0,0,0,0,6,2007,119750,30,RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,Fa,Fa,No,Unf,Unf,GasA,Ex,Y,SBrkr,Fa,Typ,Basment,Unf,Fa,TA,Y,WD ,Normal,1874,1,1
2210,909275020,82,7136,1946,1950,423,484,0,495,979,979,979,0,1958,0,0,2,0,4,2,8,0,1946,2,492,0,0,0,0,0,0,0,8,2007,145000,90,RH,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,N,FuseF,TA,Typ,Attchd,Unf,TA,TA,Y,WD ,Normal,2937,0,1
2211,909275030,82,6270,1949,1950,0,284,0,717,1001,1001,1001,0,2002,0,0,2,0,4,2,8,0,1949,3,871,0,0,0,0,0,0,0,8,2007,145000,90,RH,Pave,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,N,FuseA,TA,Typ,2Types,Unf,TA,TA,Y,WD ,Normal,3003,0,1
2212,909275110,60,7230,1927,1992,0,0,0,851,851,867,851,0,1718,0,0,2,1,4,1,8,1,1927,2,264,291,0,60,0,153,0,0,10,2007,238000,70,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,7,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,2569,1,1
2213,909275160,126,13108,1951,1951,0,0,0,0,0,1226,0,0,1226,0,0,1,1,2,1,7,1,1951,2,400,174,24,120,0,228,0,0,6,2007,153500,20,RL,Pave,IR2,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,No Basement,No Basement,No Basement,No Basement,No Basement,GasA,Fa,Y,SBrkr,TA,Min1,Attchd,Fin,TA,TA,Y,WD ,Normal,1226,1,0
2214,909275310,86,22420,1918,1950,0,1128,0,242,1370,1370,1254,0,2624,1,0,2,1,4,1,10,1,1918,3,864,0,0,0,0,0,0,0,11,2007,239000,70,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,Hip,CompShg,Wd Sdng,Stucco,None,TA,TA,BrkTil,Gd,TA,No,BLQ,Unf,GasW,TA,N,FuseA,TA,Typ,Detchd,Unf,TA,TA,N,WD ,Normal,3994,1,1
2215,909276160,78,12168,1934,1998,0,428,0,537,965,1940,1254,0,3194,0,0,2,1,4,1,10,2,1934,2,380,0,0,0,0,0,0,0,9,2007,359100,70,RL,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,PConc,Gd,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Basment,Unf,TA,TA,Y,WD ,Alloca,4159,1,1
2216,909276210,110,7810,1930,2003,0,189,0,741,930,1230,525,0,1755,0,0,2,0,4,1,7,1,1930,1,231,0,40,0,0,0,0,0,11,2007,188000,50,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,Gable,CompShg,AsbShng,CmentBd,None,TA,TA,BrkTil,TA,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,Fa,TA,Y,WD ,Normal,2685,1,1
2217,909279080,NA,11275,1932,1950,480,297,557,0,854,1096,895,0,1991,0,0,1,1,3,1,7,1,1977,2,432,0,0,19,0,0,0,0,3,2007,220000,50,RL,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Mn,Rec,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,Fa,Y,WD ,Normal,2845,1,1
2218,909281020,79,6221,1941,1950,0,533,0,195,728,760,595,0,1355,0,0,2,0,3,1,5,0,1966,2,528,0,0,0,0,144,0,0,10,2007,140000,190,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,2fmCon,1.5Fin,5,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,2083,0,1
2219,909281130,70,10570,1932,1994,0,297,0,556,853,1549,1178,0,2727,0,0,2,1,3,1,10,2,1932,2,440,0,74,0,0,0,0,0,12,2007,315000,70,RL,Pave,Reg,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,Hip,CompShg,BrkFace,BrkFace,None,Gd,Gd,CBlock,Gd,Gd,No,Rec,Unf,GasA,TA,Y,SBrkr,Gd,Maj1,Detchd,Unf,TA,TA,Y,WD ,Normal,3580,1,1
2220,909282020,61,7259,1945,2002,0,774,150,104,1028,1436,884,0,2320,1,0,2,1,3,1,9,1,1945,1,180,224,0,0,0,0,0,0,7,2007,259500,70,RL,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,3348,1,1
2221,909425140,110,14442,1957,2004,106,1186,0,291,1477,1839,0,0,1839,1,0,2,0,3,1,7,2,1957,2,416,0,87,0,0,200,0,0,6,2007,257500,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,CemntBd,CmentBd,BrkFace,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD ,Normal,3316,1,1
2222,909425270,75,13125,1940,1984,0,410,0,390,800,960,780,0,1740,0,0,1,1,3,1,6,2,1940,1,240,0,0,0,0,0,0,0,7,2007,219500,70,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,CWD,Normal,2540,1,1
2223,909428120,NA,21000,1953,1953,184,35,869,905,1809,2259,0,0,2259,1,0,2,0,3,1,7,2,1953,2,450,166,120,192,0,0,0,0,10,2007,217000,20,RL,Pave,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Gd,TA,Mn,ALQ,Rec,GasA,TA,Y,SBrkr,Gd,Typ,Basment,Unf,TA,TA,Y,COD,Abnorml,4068,1,0
2224,909428180,NA,25485,1960,1960,423,540,1020,0,1560,1560,0,0,1560,0,0,1,1,3,1,6,3,1960,2,580,0,75,584,0,0,0,0,5,2007,201000,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,4,Gable,CompShg,Wd Sdng,MetalSd,BrkFace,TA,TA,CBlock,TA,Gd,Mn,LwQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,3120,1,0
2225,909428340,NA,21579,1968,1968,0,813,0,675,1488,1488,0,0,1488,0,1,2,0,3,1,7,2,1968,2,552,0,0,216,0,0,0,0,9,2007,215000,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,BrkFace,None,TA,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,CWD,Normal,2976,1,0
2226,909451130,24,1782,1980,1980,0,330,0,186,516,529,516,0,1045,0,0,1,0,2,1,5,1,1980,2,462,180,0,0,0,0,0,0,12,2007,123900,160,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,1561,1,0
